pr_id,build_result,git_branch,last_build_result_branch,time_elapse_branch,committer_history,committer_recent,committer_exp,project_history,project_recent,days_last_failed
2288,1,78,1,1,0.3076923076923077,0.2,3.258096538021482,0.3088235294117647,1.0,2
2292,1,78,1,0,0.0,0.0,0.0,0.3084455324357405,1.0,3
2303,1,78,1,0,0.2962962962962963,0.2,3.295836866004329,0.3080684596577017,1.0,4
2306,1,78,1,0,0.07142857142857142,0.0,2.6390573296152584,0.3076923076923077,1.0,5
2309,1,78,1,0,0.2857142857142857,0.2,3.332204510175204,0.3073170731707317,1.0,5
2311,0,57,1,6,0.6153846153846154,1.0,2.5649493574615367,0.30694275274056027,1.0,9
2317,1,78,1,1,1.0,1.0,1.0986122886681098,0.3077858880778589,1.0,7
2321,1,57,0,2,0.06666666666666667,0.0,2.70805020110221,0.30741190765492105,1.0,2
2322,1,78,1,1,0.0625,0.0,2.772588722239781,0.3070388349514563,1.0,9
2327,1,57,1,0,0.25,0.25,1.3862943611198906,0.30666666666666664,1.0,3
2328,1,78,1,0,0.0,0.0,1.3862943611198906,0.3062953995157385,1.0,9
2334,1,78,1,2,0.5,0.5,0.6931471805599453,0.3059250302297461,1.0,12
2339,0,78,1,2,0.3333333333333333,0.3333333333333333,1.0986122886681098,0.3055555555555556,1.0,15
2341,1,78,0,0,0.0,0.0,0.0,0.30639324487334135,1.0,0
2348,1,78,1,4,0.5,0.5,1.3862943611198906,0.3060240963855422,1.0,4
2349,1,57,1,11,0.058823529411764705,0.0,2.833213344056216,0.3056558363417569,1.0,14
2401,1,57,1,4,0.0,0.0,1.3862943611198906,0.30528846153846156,1.0,19
2402,1,57,1,0,0.0,0.0,1.6094379124341003,0.304921968787515,1.0,19
2405,0,78,1,7,0.5,0.4,1.791759469228055,0.30455635491606714,1.0,11
2406,1,78,0,0,0.0,0.0,0.0,0.30538922155688625,1.0,0
2414,1,78,1,0,0.0,0.0,1.6094379124341003,0.3050239234449761,1.0,0
2421,1,78,1,1,0.2,0.2,1.6094379124341003,0.3046594982078853,1.0,2
2422,1,78,1,0,0.0,0.0,0.0,0.3042959427207637,1.0,2
2425,1,78,1,0,0.0,0.0,0.6931471805599453,0.3039332538736591,1.0,3
2430,1,78,1,0,0.0,0.0,1.791759469228055,0.30357142857142855,1.0,3
2443,1,78,1,3,0.0,0.0,0.0,0.3032104637336504,1.0,6
2451,1,78,1,3,0.0,0.0,0.0,0.3028503562945368,1.0,10
2453,0,78,1,0,0.0,0.0,0.6931471805599453,0.302491103202847,1.0,10
2456,0,57,1,12,0.6428571428571429,1.0,2.6390573296152584,0.3033175355450237,1.0,31
2458,1,78,0,1,0.3333333333333333,0.3333333333333333,1.0986122886681098,0.30414201183431955,1.0,1
2460,0,78,1,1,1.0,1.0,0.0,0.3037825059101655,1.0,2
2462,1,78,0,0,0.25,0.25,1.3862943611198906,0.30460448642266824,1.0,0
2464,1,78,1,0,0.2,0.2,1.6094379124341003,0.30424528301886794,1.0,0
2470,1,78,1,1,0.16666666666666666,0.2,1.791759469228055,0.303886925795053,1.0,1
2476,0,78,1,1,0.6956521739130435,0.8,3.1354942159291497,0.3035294117647059,1.0,2
2478,1,78,0,0,0.14285714285714285,0.2,1.9459101490553132,0.30434782608695654,1.0,0
2486,1,78,1,2,0.125,0.2,2.0794415416798357,0.3039906103286385,1.0,2
2492,1,78,1,1,0.1111111111111111,0.2,2.1972245773362196,0.30363423212192264,1.0,3
2501,0,57,0,9,0.0,0.0,0.0,0.30327868852459017,1.0,9
2504,0,78,1,1,0.05263157894736842,0.2,3.6375861597263857,0.30409356725146197,1.0,5
2508,0,57,0,0,0.7083333333333334,0.8,3.1780538303479458,0.30490654205607476,1.0,0
2509,0,78,0,0,0.72,0.8,3.2188758248682006,0.3057176196032672,1.0,0
2513,1,78,0,0,0.1,0.2,2.302585092994046,0.30652680652680653,1.0,0
2516,1,78,1,0,0.4,0.4,1.6094379124341003,0.3061699650756694,1.0,1
2520,1,78,1,2,0.0,0.0,0.0,0.3058139534883721,1.0,3
2522,1,78,1,0,0.0,0.0,0.0,0.305458768873403,1.0,3
2523,1,78,1,0,0.0,0.0,0.0,0.3051044083526682,1.0,3
2526,1,78,1,0,0.09090909090909091,0.2,2.3978952727983707,0.3047508690614137,1.0,4
2530,1,78,1,0,0.08333333333333333,0.2,2.4849066497880004,0.30439814814814814,1.0,4
2532,1,78,1,0,0.0,0.0,0.0,0.3040462427745665,1.0,4
2535,1,78,1,0,0.0,0.0,0.0,0.30369515011547343,1.0,5
2536,1,78,1,0,0.0,0.0,0.0,0.3033448673587082,1.0,5
2537,1,78,1,0,0.05555555555555555,0.0,2.8903717578961645,0.3029953917050691,1.0,6
2540,1,78,1,0,0.07692307692307693,0.2,2.5649493574615367,0.30264672036823936,1.0,6
2543,1,78,1,1,0.3333333333333333,0.4,1.791759469228055,0.3022988505747126,1.0,7
2546,1,78,1,0,0.0,0.0,0.0,0.3019517795637199,1.0,8
2549,1,57,0,10,0.6666666666666666,1.0,2.70805020110221,0.30160550458715596,1.0,10
2552,0,78,1,1,0.0,0.0,1.9459101490553132,0.30126002290950743,1.0,10
2554,1,57,1,1,0.05263157894736842,0.0,2.9444389791664403,0.30205949656750575,1.0,11
2560,1,78,0,1,0.2857142857142857,0.4,1.9459101490553132,0.3017142857142857,1.0,1
2562,1,78,1,0,0.0,0.0,0.0,0.3013698630136986,1.0,2
2567,0,78,1,0,0.0,0.0,0.0,0.3010262257696693,1.0,2
2568,1,78,0,0,0.0,0.0,2.302585092994046,0.30182232346241455,1.0,0
2569,1,78,1,0,0.25,0.4,2.0794415416798357,0.3014789533560865,1.0,0
2571,1,78,1,0,0.125,0.0,2.0794415416798357,0.30113636363636365,1.0,0
2572,1,57,1,3,0.2222222222222222,0.4,2.1972245773362196,0.300794551645857,1.0,14
2576,1,78,1,1,0.07142857142857142,0.2,2.6390573296152584,0.30045351473922904,1.0,2
2579,0,78,1,0,0.05,0.0,2.995732273553991,0.3001132502831257,1.0,2
2583,1,78,0,1,0.2,0.4,2.302585092994046,0.3009049773755656,1.0,1
2584,1,78,1,0,0.06666666666666667,0.2,2.70805020110221,0.30056497175141245,1.0,2
2586,1,78,1,0,0.0,0.0,0.0,0.3002257336343115,1.0,3
2588,1,78,1,0,1.0,1.0,0.0,0.29988726042841035,1.0,3
2589,1,78,1,0,0.0625,0.2,2.772588722239781,0.29954954954954954,1.0,3
2592,1,78,1,0,0.0,0.0,0.0,0.2992125984251969,1.0,4
2593,1,78,1,0,0.18181818181818182,0.4,2.3978952727983707,0.298876404494382,1.0,4
2594,0,78,1,0,0.0,0.0,0.0,0.29854096520763185,1.0,4
2597,1,78,0,0,0.5,0.5,0.6931471805599453,0.29932735426008966,1.0,0
2603,0,78,1,3,0.0,0.0,0.0,0.2989921612541993,1.0,3
2604,0,78,0,0,0.0,0.0,0.0,0.29977628635346754,1.0,0
2605,0,78,0,0,0.16666666666666666,0.4,2.4849066497880004,0.3005586592178771,1.0,0
2606,0,78,0,0,0.7307692307692307,0.8,3.258096538021482,0.3013392857142857,1.0,0
2610,1,78,0,1,0.23076923076923078,0.4,2.5649493574615367,0.30211817168338906,1.0,1
2614,0,78,1,1,0.0,0.0,0.0,0.30178173719376394,1.0,2
2616,1,78,0,2,0.21428571428571427,0.4,2.6390573296152584,0.3025583982202447,1.0,2
2618,1,78,1,1,0.0,0.0,0.0,0.3022222222222222,1.0,3
2619,1,78,1,0,0.0,0.0,0.0,0.3018867924528302,1.0,3
2620,1,78,1,0,0.0,0.0,0.6931471805599453,0.30155210643015523,1.0,4
2621,1,78,1,0,0.0,0.0,1.0986122886681098,0.301218161683278,1.0,4
2622,1,78,1,0,0.0,0.0,1.3862943611198906,0.3008849557522124,1.0,5
2624,0,57,1,19,0.625,1.0,2.772588722239781,0.3005524861878453,1.0,34
2625,1,78,1,0,0.0,0.0,1.6094379124341003,0.30132450331125826,1.0,5
2626,1,78,1,0,0.0,0.0,1.791759469228055,0.30099228224917307,1.0,5
2630,0,57,0,1,0.6470588235294118,1.0,2.833213344056216,0.30066079295154186,1.0,1
2631,1,78,1,1,0.0,0.0,1.9459101490553132,0.30143014301430143,1.0,6
2633,1,78,1,0,0.2,0.4,2.70805020110221,0.3010989010989011,1.0,7
2634,1,78,1,0,0.0,0.0,2.0794415416798357,0.300768386388584,1.0,8
2636,1,78,1,0,0.1875,0.4,2.772588722239781,0.30043859649122806,1.0,8
2637,1,78,1,0,1.0,1.0,0.0,0.30010952902519167,1.0,8
2638,1,78,1,0,0.0,0.0,2.1972245773362196,0.29978118161925604,1.0,8
2640,1,78,1,0,0.0,0.0,2.302585092994046,0.2994535519125683,1.0,9
2641,1,78,1,0,0.0,0.0,2.3978952727983707,0.29912663755458513,1.0,10
2642,1,78,1,0,0.0,0.0,2.4849066497880004,0.29880043620501634,1.0,10
2643,1,78,1,0,0.0,0.0,2.5649493574615367,0.2984749455337691,1.0,10
2644,1,78,1,0,0.0,0.0,2.6390573296152584,0.2981501632208923,1.0,10
2645,1,78,1,0,0.0,0.0,2.70805020110221,0.29782608695652174,1.0,11
2646,1,78,1,0,0.0,0.0,0.0,0.2975027144408252,1.0,11
2649,1,78,1,0,0.0,0.0,2.772588722239781,0.29718004338394793,1.0,12
2651,1,78,1,0,0.0,0.0,2.833213344056216,0.29685807150595883,1.0,12
2653,1,78,1,0,0.0,0.0,2.8903717578961645,0.29653679653679654,1.0,12
2656,0,78,1,0,0.0,0.0,2.9444389791664403,0.29621621621621624,1.0,13
2659,1,78,0,0,0.05,0.0,2.995732273553991,0.296976241900648,1.0,0
2660,1,78,1,0,0.047619047619047616,0.0,3.044522437723423,0.296655879180151,1.0,0
2662,1,78,1,0,0.045454545454545456,0.0,3.091042453358316,0.2963362068965517,1.0,0
2663,1,78,1,0,0.043478260869565216,0.0,3.1354942159291497,0.2960172228202368,1.0,0
2664,1,78,1,0,0.041666666666666664,0.0,3.1780538303479458,0.2956989247311828,1.0,1
2665,1,78,1,0,0.04,0.0,3.2188758248682006,0.2953813104189044,1.0,2
2667,1,78,1,0,0.16666666666666666,0.2,1.791759469228055,0.29506437768240346,1.0,2
2669,1,78,1,0,0.038461538461538464,0.0,3.258096538021482,0.2947481243301179,1.0,2
2670,1,78,1,0,0.037037037037037035,0.0,3.295836866004329,0.2944325481798715,1.0,2
2671,1,78,1,0,0.03571428571428571,0.0,3.332204510175204,0.29411764705882354,1.0,2
2672,1,78,1,0,0.034482758620689655,0.0,3.367295829986474,0.2938034188034188,1.0,3
2673,0,78,1,0,0.03333333333333333,0.0,3.4011973816621555,0.2934898612593383,1.0,3
2674,1,78,0,0,0.06451612903225806,0.0,3.4339872044851463,0.2942430703624733,1.0,0
2676,1,78,1,0,0.0625,0.0,3.4657359027997265,0.2939297124600639,1.0,0
2677,1,78,1,0,0.06060606060606061,0.0,3.4965075614664802,0.2936170212765957,1.0,0
2679,1,78,1,0,0.058823529411764705,0.0,3.5263605246161616,0.29330499468650373,1.0,0
2680,1,78,1,0,0.05714285714285714,0.0,3.5553480614894135,0.2929936305732484,1.0,0
2681,1,78,1,0,0.05555555555555555,0.0,3.58351893845611,0.2926829268292683,1.0,1
2682,1,78,1,0,0.34375,0.6,3.4657359027997265,0.2923728813559322,1.0,1
2683,1,78,1,0,0.05405405405405406,0.0,3.6109179126442243,0.2920634920634921,1.0,1
2685,1,78,1,0,0.05263157894736842,0.0,3.6375861597263857,0.2917547568710359,1.0,1
2686,1,78,1,0,0.05128205128205128,0.0,3.6635616461296463,0.2914466737064414,1.0,2
2687,1,78,1,0,0.05,0.0,3.6888794541139363,0.2911392405063291,1.0,2
2689,1,78,1,0,0.04878048780487805,0.0,3.713572066704308,0.29083245521601686,1.0,2
2692,1,78,1,0,0.09523809523809523,0.0,3.044522437723423,0.2905263157894737,1.0,3
2693,1,78,1,0,0.047619047619047616,0.0,3.7376696182833684,0.2902208201892745,1.0,3
2694,1,78,1,0,0.046511627906976744,0.0,3.7612001156935624,0.28991596638655465,1.0,3
2695,1,78,1,0,0.045454545454545456,0.0,3.784189633918261,0.28961175236096537,1.0,3
2696,1,78,1,0,0.044444444444444446,0.0,3.8066624897703196,0.2893081761006289,1.0,3
2699,1,78,1,0,0.043478260869565216,0.0,3.828641396489095,0.28900523560209423,1.0,3
2700,1,78,1,0,0.0425531914893617,0.0,3.8501476017100584,0.28870292887029286,1.0,4
2701,1,78,1,0,0.041666666666666664,0.0,3.871201010907891,0.2884012539184953,1.0,4
2702,1,78,1,0,0.04081632653061224,0.0,3.8918202981106265,0.2881002087682672,1.0,4
2707,1,78,1,1,0.04,0.0,3.912023005428146,0.28779979144942647,1.0,6
2709,1,78,1,0,0.0392156862745098,0.0,3.9318256327243257,0.2875,1.0,6
2710,1,78,1,0,0.038461538461538464,0.0,3.9512437185814275,0.28720083246618106,1.0,6
2711,1,78,1,0,0.03773584905660377,0.0,3.970291913552122,0.2869022869022869,1.0,6
2714,1,78,1,0,0.037037037037037035,0.0,3.9889840465642745,0.2866043613707165,1.0,7
2715,1,57,0,17,0.7407407407407407,0.8,3.295836866004329,0.2863070539419087,1.0,17
2719,1,78,1,0,0.03636363636363636,0.0,4.007333185232471,0.2860103626943005,1.0,7
2720,1,78,1,0,0.03571428571428571,0.0,4.02535169073515,0.2857142857142857,1.0,8
2721,1,78,1,0,0.03508771929824561,0.0,4.04305126783455,0.2854188210961737,1.0,8
2722,1,78,1,0,0.034482758620689655,0.0,4.060443010546419,0.28512396694214875,1.0,8
2723,0,78,1,0,0.0,0.0,0.0,0.2848297213622291,1.0,8
2724,1,57,1,1,1.0,1.0,0.0,0.28556701030927834,1.0,19
2725,1,78,0,0,0.03389830508474576,0.0,4.07753744390572,0.28527291452111225,1.0,0
2727,1,78,1,0,0.03333333333333333,0.0,4.0943445622221,0.28497942386831276,1.0,0
2731,1,78,1,0,0.03278688524590164,0.0,4.110873864173311,0.2846865364850976,1.0,0
2732,1,78,1,0,0.03225806451612903,0.0,4.127134385045092,0.28439425051334705,1.0,0
2734,1,78,1,0,0.031746031746031744,0.0,4.143134726391533,0.2841025641025641,1.0,1
2737,1,78,1,0,0.03125,0.0,4.1588830833596715,0.2838114754098361,1.0,1
2738,1,78,1,0,0.03076923076923077,0.0,4.174387269895637,0.2835209825997953,1.0,2
2739,0,78,1,0,0.0,0.0,0.0,0.2832310838445808,1.0,2
2740,1,78,0,0,0.030303030303030304,0.0,4.189654742026425,0.2839632277834525,1.0,0
2741,1,78,1,0,0.3333333333333333,0.3333333333333333,1.0986122886681098,0.2836734693877551,1.0,0
2743,1,78,1,0,0.029850746268656716,0.0,4.204692619390966,0.28338430173292556,1.0,1
2745,0,78,1,0,0.029411764705882353,0.0,4.219507705176107,0.2830957230142566,1.0,1
2747,1,78,0,0,0.043478260869565216,0.0,4.23410650459726,0.28382502543234994,1.0,0
2755,1,78,1,1,0.04285714285714286,0.0,4.248495242049359,0.28353658536585363,1.0,1
2756,1,78,1,0,0.17647058823529413,0.4,2.833213344056216,0.283248730964467,1.0,2
2758,1,78,1,0,0.04225352112676056,0.0,4.2626798770413155,0.2829614604462475,1.0,2
2763,1,78,1,0,0.041666666666666664,0.0,4.276666119016055,0.2826747720364742,1.0,3
2765,1,78,1,0,0.14285714285714285,0.2,1.9459101490553132,0.2823886639676113,1.0,3
2768,1,78,1,0,0.0,0.0,0.0,0.282103134479272,1.0,4
2772,1,78,1,0,0.16666666666666666,0.4,2.8903717578961645,0.2818181818181818,1.0,5
2775,1,78,1,0,0.0410958904109589,0.0,4.290459441148391,0.2815338042381433,1.0,6
2780,1,78,1,1,0.125,0.2,2.0794415416798357,0.28125,1.0,7
2782,1,78,1,0,0.04054054054054054,0.0,4.30406509320417,0.2809667673716012,1.0,7
2789,1,78,1,1,0.04,0.0,4.31748811353631,0.2806841046277666,1.0,8
2797,1,78,1,1,0.07692307692307693,0.2,3.6635616461296463,0.2804020100502513,1.0,10
2803,1,78,1,1,0.0,0.0,0.0,0.28012048192771083,1.0,11
2806,1,78,1,1,0.039473684210526314,0.0,4.330733340286331,0.279839518555667,1.0,13
2807,1,78,1,0,0.1111111111111111,0.0,2.1972245773362196,0.27955911823647295,1.0,13
2808,1,78,1,1,0.03896103896103896,0.0,4.343805421853684,0.27927927927927926,1.0,14
2811,1,78,1,0,0.1,0.0,2.302585092994046,0.279,1.0,15
2812,0,78,1,0,0.0,0.0,0.0,0.2787212787212787,1.0,15
2819,1,78,0,2,0.038461538461538464,0.0,4.356708826689592,0.27944111776447106,1.0,2
2821,1,78,1,0,0.0379746835443038,0.0,4.3694478524670215,0.27916251246261214,1.0,3
2822,1,78,1,0,0.0375,0.0,4.382026634673881,0.2788844621513944,1.0,3
2828,1,78,1,1,0.037037037037037035,0.0,4.394449154672439,0.27860696517412936,1.0,5
2829,1,78,1,0,0.036585365853658534,0.0,4.406719247264253,0.2783300198807157,1.0,5
2830,1,78,1,0,0.03614457831325301,0.0,4.418840607796598,0.27805362462760674,1.0,5
2831,1,78,1,0,0.03571428571428571,0.0,4.430816798843313,0.2777777777777778,1.0,5
2832,1,78,1,0,0.03529411764705882,0.0,4.442651256490317,0.27750247770069375,1.0,5
2834,1,78,1,1,0.03488372093023256,0.0,4.454347296253507,0.27722772277227725,1.0,6
2845,1,78,1,2,0.3333333333333333,0.2,1.791759469228055,0.27695351137487634,1.0,9
2848,1,78,1,0,0.034482758620689655,0.0,4.465908118654584,0.2766798418972332,1.0,9
2852,1,78,1,1,0.03409090909090909,0.0,4.477336814478207,0.2764067127344521,1.0,10
2855,0,157,1,156,0.09090909090909091,0.0,2.3978952727983707,0.27613412228796846,1.0,0
2858,1,78,1,2,0.0,0.0,0.6931471805599453,0.2768472906403941,1.0,12
2859,0,78,1,0,0.033707865168539325,0.0,4.48863636973214,0.2765748031496063,1.0,13
2861,1,78,0,0,0.0,0.0,0.0,0.27728613569321536,1.0,0
2862,1,78,1,0,0.044444444444444446,0.0,4.499809670330265,0.2770137524557957,1.0,0
2866,1,78,1,0,0.16666666666666666,0.0,2.4849066497880004,0.27674190382728164,1.0,0
2870,1,78,1,1,0.04395604395604396,0.0,4.51085950651685,0.27647058823529413,1.0,2
2871,1,78,1,0,1.0,1.0,0.0,0.2761998041136141,1.0,2
2875,1,78,1,2,0.2,0.2,1.6094379124341003,0.2759295499021526,1.0,4
2876,1,78,1,0,0.16666666666666666,0.2,1.791759469228055,0.2756598240469208,1.0,4
2877,1,78,1,0,0.0,0.0,0.0,0.275390625,1.0,5
2890,1,57,1,41,0.5,0.5,0.6931471805599453,0.2751219512195122,1.0,60
2894,0,57,1,0,0.3333333333333333,0.3333333333333333,1.0986122886681098,0.27485380116959063,1.0,61
2899,1,78,1,3,0.09090909090909091,0.0,3.091042453358316,0.2755598831548199,1.0,8
2919,0,78,1,8,0.0,0.0,1.3862943611198906,0.27529182879377434,1.0,16
2926,1,78,0,2,0.5,0.5,0.6931471805599453,0.2759961127308066,1.0,2
2928,1,78,1,0,0.15384615384615385,0.0,2.5649493574615367,0.2757281553398058,1.0,2
2930,0,78,1,0,1.0,1.0,0.0,0.2754607177497575,1.0,3
2939,1,78,0,2,1.0,1.0,0.6931471805599453,0.2761627906976744,1.0,2
2941,0,57,0,14,0.0,0.0,0.0,0.2758954501452081,1.0,14
2952,1,78,1,3,0.3333333333333333,0.3333333333333333,1.0986122886681098,0.2765957446808511,1.0,6
2961,1,78,1,1,0.25,0.25,1.3862943611198906,0.2763285024154589,1.0,8
2973,1,78,1,2,0.0,0.0,0.0,0.27606177606177607,1.0,11
2985,1,78,1,2,0.2,0.2,1.6094379124341003,0.2757955641272903,1.0,13
2994,1,78,1,1,0.0,0.0,0.0,0.27552986512524086,1.0,15
3002,0,78,1,2,0.5,0.5,0.6931471805599453,0.27526467757459094,1.0,17
3006,1,78,0,0,0.5,0.5,0.6931471805599453,0.2759615384615385,1.0,0
3012,0,78,1,3,0.16666666666666666,0.2,1.791759469228055,0.2756964457252642,1.0,4
3017,1,157,0,44,0.0,0.0,0.0,0.2763915547024952,1.0,44
3021,1,78,0,3,0.6666666666666666,1.0,2.8903717578961645,0.27612655800575264,1.0,3
3022,1,78,1,0,0.21428571428571427,0.2,2.6390573296152584,0.27586206896551724,1.0,3
3023,1,78,1,0,0.2,0.2,2.70805020110221,0.2755980861244019,1.0,3
3029,1,78,1,3,0.14285714285714285,0.0,2.6390573296152584,0.27533460803059273,1.0,7
3030,1,57,0,26,0.0,0.0,0.0,0.27507163323782235,1.0,26
3044,1,78,1,4,0.075,0.2,3.6888794541139363,0.2748091603053435,1.0,11
3047,1,78,1,1,0.2857142857142857,0.2,1.9459101490553132,0.27454718779790277,1.0,12
3048,1,78,1,0,0.25,0.2,2.0794415416798357,0.2742857142857143,1.0,12
3061,1,78,1,2,0.0,0.0,0.0,0.27402473834443386,1.0,15
3063,1,157,1,14,0.0,0.0,0.0,0.2737642585551331,1.0,58
3064,1,78,1,1,0.1111111111111111,0.2,2.1972245773362196,0.27350427350427353,1.0,16
3066,1,78,1,0,0.0,0.0,0.0,0.2732447817836812,1.0,16
3072,1,157,1,0,0.0,0.0,0.6931471805599453,0.2729857819905213,1.0,59
3073,1,78,1,0,0.7142857142857143,0.8,3.332204510175204,0.2727272727272727,1.0,17
3076,1,78,1,2,0.13333333333333333,0.0,2.70805020110221,0.27246925260170296,1.0,19
3077,1,78,1,0,0.2222222222222222,0.2,2.1972245773362196,0.2722117202268431,1.0,20
3084,1,78,1,3,0.2,0.2,2.302585092994046,0.2719546742209632,1.0,24
3087,0,78,1,2,0.0,0.0,0.0,0.27169811320754716,1.0,26
3091,0,78,0,0,1.0,1.0,0.0,0.27238454288407166,1.0,0
3093,0,57,1,20,0.0,0.0,0.0,0.2730696798493409,1.0,46
3098,1,78,0,3,0.08695652173913043,0.0,3.1354942159291497,0.2737535277516463,1.0,3
3099,0,57,0,2,0.6896551724137931,0.8,3.367295829986474,0.27349624060150374,1.0,2
3107,0,78,1,4,0.0,0.0,0.0,0.27417840375586855,1.0,7
3108,0,78,0,0,0.5,0.5,0.6931471805599453,0.274859287054409,1.0,0
3119,0,78,0,2,0.0,0.0,0.0,0.2755388940955951,1.0,2
3120,0,78,0,0,1.0,1.0,0.0,0.2762172284644195,1.0,0
3127,1,57,0,7,0.14285714285714285,0.2,1.9459101490553132,0.2768942937324602,1.0,7
3128,1,78,0,1,0.125,0.2,2.0794415416798357,0.2766355140186916,1.0,1
3140,1,78,1,5,0.18181818181818182,0.2,2.3978952727983707,0.27637721755368816,1.0,6
3148,1,78,1,1,0.2857142857142857,0.2,1.9459101490553132,0.27611940298507465,1.0,8
3157,1,78,1,4,0.25,0.2,2.0794415416798357,0.27586206896551724,1.0,12
3160,1,57,1,11,0.0,0.0,0.0,0.2756052141527002,1.0,19
3165,1,78,1,1,0.07317073170731707,0.2,3.713572066704308,0.2753488372093023,1.0,14
3167,1,78,1,0,1.0,1.0,0.6931471805599453,0.275092936802974,1.0,14
3172,0,78,1,1,0.125,0.0,2.772588722239781,0.2748375116063138,1.0,15
3183,0,78,0,0,0.07142857142857142,0.2,3.7376696182833684,0.2755102040816326,1.0,0
3187,1,78,0,1,0.0,0.0,0.0,0.2761816496756256,1.0,1
3191,1,78,1,1,0.16666666666666666,0.2,2.4849066497880004,0.2759259259259259,1.0,2
3192,1,78,1,0,0.6666666666666666,0.6666666666666666,1.0986122886681098,0.27567067530064754,1.0,3
3196,1,78,1,2,0.0,0.0,0.0,0.2754158964879852,1.0,5
3200,1,78,1,1,0.0,0.0,0.0,0.27516158818097874,1.0,6
3201,1,78,1,0,0.5,0.5,1.3862943611198906,0.27490774907749077,1.0,6
3202,0,78,1,0,0.4,0.4,1.6094379124341003,0.2746543778801843,1.0,6
3209,0,78,0,1,0.0,0.0,0.0,0.27532228360957645,1.0,1
3211,1,78,0,0,0.6666666666666666,0.6666666666666666,1.0986122886681098,0.27598896044158233,1.0,0
3217,0,78,1,0,0.15384615384615385,0.2,2.5649493574615367,0.2757352941176471,1.0,1
3218,1,78,0,0,0.0,0.0,0.0,0.2764003673094582,1.0,0
3219,1,78,1,0,0.0,0.0,0.0,0.2761467889908257,1.0,0
3221,1,78,1,0,0.5,0.5,1.3862943611198906,0.2758936755270394,1.0,0
3222,1,78,1,0,0.1875,0.2,2.772588722239781,0.27564102564102566,1.0,0
3223,1,78,1,0,0.3333333333333333,0.3333333333333333,1.0986122886681098,0.2753888380603843,1.0,1
3224,1,78,1,0,0.25,0.25,1.3862943611198906,0.27513711151736747,1.0,1
3225,0,57,1,14,0.0,0.0,0.6931471805599453,0.27488584474885847,1.0,34
3226,1,78,1,0,0.5,0.4,1.791759469228055,0.2755474452554745,1.0,2
3228,1,78,1,0,0.17647058823529413,0.2,2.833213344056216,0.27529626253418416,1.0,3
3231,0,78,1,0,0.0,0.0,0.0,0.2750455373406193,1.0,3
3235,0,78,0,0,1.0,1.0,0.0,0.275705186533212,1.0,0
3238,1,78,0,1,0.0,0.0,0.0,0.27636363636363637,1.0,1
3240,1,157,1,51,0.0,0.0,1.0986122886681098,0.2761126248864669,1.0,111
3250,1,78,1,4,0.0,0.0,0.0,0.27586206896551724,1.0,6
3258,1,78,1,3,0.17647058823529413,0.0,2.833213344056216,0.2756119673617407,1.0,9
3265,1,78,1,2,0.0,0.0,0.0,0.2753623188405797,1.0,11
3268,1,78,1,0,0.42857142857142855,0.4,1.9459101490553132,0.2751131221719457,1.0,12
3269,1,78,1,0,0.16666666666666666,0.0,2.8903717578961645,0.27486437613019893,1.0,12
3271,1,78,1,0,0.4,0.4,1.6094379124341003,0.27461607949412825,1.0,12
3277,1,78,1,3,0.0,0.0,0.0,0.2743682310469314,1.0,16
3278,1,57,0,18,0.3333333333333333,0.4,1.791759469228055,0.27412082957619477,1.0,18
3281,1,78,1,0,0.0,0.0,0.6931471805599453,0.27387387387387385,1.0,17
3284,1,78,1,0,0.0,0.0,1.0986122886681098,0.27362736273627364,1.0,18
3290,1,78,1,1,0.375,0.4,2.0794415416798357,0.2733812949640288,1.0,19
3291,1,78,1,0,0.3333333333333333,0.4,2.1972245773362196,0.27313566936208444,1.0,19
3296,1,78,1,1,0.15789473684210525,0.0,2.9444389791664403,0.27289048473967686,1.0,21
3297,0,78,1,1,0.15,0.0,2.995732273553991,0.2726457399103139,1.0,23
3298,1,78,0,1,0.21428571428571427,0.2,2.6390573296152584,0.2732974910394265,1.0,1
3299,1,78,1,0,0.19047619047619047,0.0,3.044522437723423,0.2730528200537153,1.0,1
3301,1,78,1,1,0.2,0.2,2.70805020110221,0.27280858676207514,1.0,2
3302,1,78,1,0,0.0,0.0,0.0,0.2725647899910634,1.0,2
3309,0,78,1,2,0.0,0.0,0.0,0.27232142857142855,1.0,4
3310,1,78,0,0,1.0,1.0,0.0,0.2729705619982159,1.0,0
3311,0,78,1,0,0.2222222222222222,0.2,2.1972245773362196,0.2727272727272727,1.0,0
3315,1,78,0,4,0.1875,0.2,2.772588722239781,0.27337488869100623,1.0,4
3316,0,78,1,0,0.0,0.0,0.0,0.27313167259786475,1.0,4
3317,1,78,0,0,0.631578947368421,1.0,2.9444389791664403,0.2737777777777778,1.0,0
3319,1,78,1,1,0.6,1.0,2.995732273553991,0.27353463587921845,1.0,1
3321,1,78,1,0,0.18181818181818182,0.0,3.091042453358316,0.2732919254658385,1.0,2
3322,0,78,1,1,0.0,0.0,0.0,0.2730496453900709,1.0,3
3325,1,78,0,1,0.0,0.0,0.0,0.2736935341009743,1.0,1
3327,1,78,1,0,0.0,0.0,0.0,0.2734513274336283,1.0,2
3328,1,78,1,0,0.5714285714285714,1.0,3.044522437723423,0.27320954907161804,1.0,2
3329,1,57,1,22,0.0,0.0,0.0,0.27296819787985865,1.0,41
